Year,Semester,Quiz/Exam,Student ID,Coding Problem,Earned Score,Maximum Score,Distance,Distance Z-score
2013,fall,midterm1,s3871c520,Cardio,10,10,15.181818181818182,0.6306733387074069
2013,fall,midterm1,s3b5db8f5,Cardio,10,10,11.212121212121213,-1.0178120196275648
2013,fall,midterm1,s3f27df0f,Cardio,10,10,11.0,-1.1058990235080597
2013,fall,midterm1,s4818f91f,Cardio,10,10,11.242424242424242,-1.0052281619303516
2013,fall,midterm1,s55ec4057,Cardio,10,10,12.090909090909092,-0.6528801464083724
2013,fall,midterm1,s6c6b85b5,Cardio,10,10,13.12121212121212,-0.2250289847031136
2013,fall,midterm1,s73afdd31,Cardio,10,10,11.030303030303031,-1.093315165810846
2013,fall,midterm1,s7c1c9d2e,Cardio,10,10,11.909090909090908,-0.7283832925916544
2013,fall,midterm1,s7dfc8641,Cardio,10,10,10.515151515151516,-1.307240746663476
2013,fall,midterm1,s8d81cf8b,Cardio,10,10,12.515151515151516,-0.4767061386473832
2013,fall,midterm1,s985b5480,Cardio,10,10,18.33333333333333,1.939394539217612
2013,fall,midterm1,s9bd61dd,Cardio,10,10,16.696969696969695,1.2598662235680829
2013,fall,midterm1,s9c2e126f,Cardio,10,10,11.666666666666666,-0.8290541541693625
2013,fall,midterm1,s9fb8e2c9,Cardio,10,10,17.272727272727273,1.4989595198151406
2013,fall,midterm1,sa1918ccc,Cardio,10,10,16.515151515151516,1.1843630773848024
2013,fall,midterm1,sac345013,Cardio,10,10,13.06060606060606,-0.2501967000975399
2013,fall,midterm1,sbe8b1628,Cardio,10,10,16.303030303030305,1.0962760735043082
2013,fall,midterm1,scad74c3a,Cardio,10,10,11.12121212121212,-1.0555635927192064
2013,fall,midterm1,sce9b742f,Cardio,10,10,13.212121212121213,-0.187277411611472
2013,fall,midterm1,sd2c29562,Cardio,10,10,12.0,-0.6906317195000133
2013,fall,midterm1,sd9c4ec42,Cardio,10,10,11.333333333333334,-0.9674765888387108
2013,fall,midterm1,sed334770,Cardio,10,10,15.272727272727272,0.6684249117990472
2013,fall,midterm1,seeeebe19,Cardio,10,10,16.757575757575758,1.2850339389625105
2013,fall,midterm1,sef2a3ebc,Cardio,10,10,11.848484848484848,-0.7535510079860813
2013,fall,midterm1,sf1424e10,Cardio,10,10,15.666666666666666,0.8320150618628233
2013,fall,midterm1,sfc3bcc7d,Cardio,10,10,17.939393939393938,1.775804389153837
2013,fall,midterm1,sfee6ffa8,Cardio,10,10,15.272727272727272,0.6684249117990472
2013,spring,quiz9x,s23f81012,Cheaper,5,5,15.666666666666666,-0.8880764161855432
2013,spring,quiz9x,s29d1098c,Cheaper,5,5,39.16666666666666,2.310943374964568
2013,spring,quiz9x,s2ccaa61c,Cheaper,5,5,21.166666666666668,-0.1393696565546657
2013,spring,quiz9x,s7ccd28a3,Cheaper,5,5,19.5,-0.3662504928064468
2013,spring,quiz9x,sb7db06e9,Cheaper,5,5,23.166666666666668,0.1328873469474715
2013,spring,quiz9x,sd51cb744,Cheaper,5,5,20.33333333333333,-0.252810074680557
2013,spring,quiz9x,sef55ce71,Cheaper,5,5,16.333333333333332,-0.7973240816848309
2013,fall,midterm1,s185bfebd,DashSquare,10,10,11.25,-0.7817194105711022
2013,fall,midterm1,s1f00f8e9,DashSquare,10,10,13.083333333333334,-0.4707712166582574
2013,fall,midterm1,s3b5db8f5,DashSquare,10,10,13.916666666666666,-0.3294311285160555
2013,fall,midterm1,s73d002a2,DashSquare,10,10,15.75,-0.0184829346032108
2013,fall,midterm1,s7c1c9d2e,DashSquare,10,10,15.75,-0.0184829346032108
2013,fall,midterm1,s8d81cf8b,DashSquare,10,10,15.0,-0.1456890139311927
2013,fall,midterm1,s985b5480,DashSquare,10,10,11.25,-0.7817194105711022
2013,fall,midterm1,s9bd61dd,DashSquare,10,10,15.25,-0.103286987488532
2013,fall,midterm1,sb6c9f56a,DashSquare,10,10,14.833333333333334,-0.173957031559633
2013,fall,midterm1,sce9b742f,DashSquare,10,10,12.5,-0.5697092783577989
2013,fall,midterm1,sd9c4ec42,DashSquare,10,10,12.583333333333334,-0.5555752695435787
2013,fall,midterm1,sfc3bcc7d,DashSquare,10,10,20.33333333333333,0.7588875501788999
2014,fall,exam1b,sde957452,DashSquare,5,5,34.666666666666664,3.1899370662247764
2013,spring,quiz7,s18f746e0,DoubleLen,6,6,5.823529411764706,0.1544336709238143
2013,spring,quiz7,s23f81012,DoubleLen,6,6,7.294117647058823,1.093557345460523
2013,spring,quiz7,s29d1098c,DoubleLen,6,6,6.0,0.2671285118682195
2013,spring,quiz7,s2ccaa61c,DoubleLen,6,6,6.529411764705882,0.6052130347014345
2013,spring,quiz7,s568e6c7b,DoubleLen,6,6,7.647058823529412,1.3189470273493331
2013,spring,quiz7,s57c38b49,DoubleLen,6,6,4.823529411764706,-0.4841704277611475
2013,spring,quiz7,s663f70e4,DoubleLen,6,6,5.882352941176471,0.1919986179052831
2013,spring,quiz7,s6d684e40,DoubleLen,6,6,3.5294117647058822,-1.310599261353451
2013,spring,quiz7,s81792444,DoubleLen,6,6,5.941176470588236,0.2295635648867518
2013,spring,quiz7,saffd1abc,DoubleLen,6,6,3.5294117647058822,-1.310599261353451
2013,spring,quiz7,sc2ea6ca8,DoubleLen,6,6,4.823529411764706,-0.4841704277611475
2013,spring,quiz7,sd51cb744,DoubleLen,6,6,3.5294117647058822,-1.310599261353451
2013,spring,quiz7,sd9363351,DoubleLen,6,6,3.5294117647058822,-1.310599261353451
2013,spring,quiz7,sdb4c4aed,DoubleLen,6,6,6.588235294117647,0.6427779816829028
2013,spring,quiz7,sea449dee,DoubleLen,6,6,4.882352941176471,-0.4466054807796787
2013,spring,quiz7,sed47133e,DoubleLen,6,6,9.529411764705882,2.52102533075632
2013,spring,quiz7,sf3e641eb,DoubleLen,6,6,5.705882352941177,0.0793037769608779
2013,spring,quiz7,sfed34002,DoubleLen,6,6,4.882352941176471,-0.4466054807796787
2013,fall,quiz1,s1a555e8d,DoublePentagon,7,7,4.954545454545454,-1.1408965009383358
2013,fall,quiz1,s1ca6c9e5,DoublePentagon,7,7,5.727272727272728,-0.7357279887976546
2013,fall,quiz1,s1e11464e,DoublePentagon,7,7,8.090909090909092,0.5036109895150154
2013,fall,quiz1,s1f00f8e9,DoublePentagon,7,7,6.227272727272728,-0.4735601280007435
2013,fall,quiz1,s1f23c370,DoublePentagon,7,7,4.954545454545454,-1.1408965009383358
2013,fall,quiz1,s372a0966,DoublePentagon,7,7,5.863636363636363,-0.6642276631257705
2013,fall,quiz1,s3752a3d2,DoublePentagon,7,7,5.909090909090909,-0.640394221235142
2013,fall,quiz1,s3b5db8f5,DoublePentagon,7,7,8.0,0.4559441057337584
2013,fall,quiz1,s3f27df0f,DoublePentagon,7,7,5.727272727272728,-0.7357279887976546
2013,fall,quiz1,s7c1c9d2e,DoublePentagon,7,7,6.954545454545454,-0.092225057750692
2013,fall,quiz1,s7dfc8641,DoublePentagon,7,7,8.454545454545455,0.6942785246400414
2013,fall,quiz1,s8d81cf8b,DoublePentagon,7,7,5.727272727272728,-0.7357279887976546
2013,fall,quiz1,sb6c9f56a,DoublePentagon,7,7,12.363636363636363,2.743954527234072
2013,fall,quiz1,sbe8b1628,DoublePentagon,7,7,7.090909090909091,-0.020724732078807
2013,fall,quiz1,scad74c3a,DoublePentagon,7,7,6.909090909090909,-0.11605849964132
2013,fall,quiz1,sce9b742f,DoublePentagon,7,7,11.0,2.028951270515224
2013,fall,quiz1,sd2c29562,DoublePentagon,7,7,10.045454545454543,1.5284489908120291
2013,fall,quiz1,sd9c4ec42,DoublePentagon,7,7,7.090909090909091,-0.020724732078807
2013,fall,quiz1,sddd4a271,DoublePentagon,7,7,4.954545454545454,-1.1408965009383358
2013,fall,quiz1,sea639169,DoublePentagon,7,7,6.909090909090909,-0.11605849964132
2013,fall,quiz1,sed334770,DoublePentagon,7,7,8.818181818181818,0.8849460597650673
2013,fall,quiz1,sf1424e10,DoublePentagon,7,7,6.5,-0.3305594766569745
2013,fall,quiz1,sfc3bcc7d,DoublePentagon,7,7,5.727272727272728,-0.7357279887976546
2013,fall,midterm1,s1a555e8d,ExclusiveOR,10,10,4.518518518518518,-0.5711260715294756
2013,fall,midterm1,s1f00f8e9,ExclusiveOR,10,10,4.7407407407407405,-0.5013955627962257
2013,fall,midterm1,s1f23c370,ExclusiveOR,10,10,4.37037037037037,-0.6176130773516422
2013,fall,midterm1,s2f86ca57,ExclusiveOR,10,10,4.7407407407407405,-0.5013955627962257
2013,fall,midterm1,s3752a3d2,ExclusiveOR,10,10,4.592592592592593,-0.5478825686183922
2013,fall,midterm1,s3b5db8f5,ExclusiveOR,10,10,5.925925925925926,-0.1294995162188925
2013,fall,midterm1,s3f27df0f,ExclusiveOR,10,10,4.7407407407407405,-0.5013955627962257
