,Year,Semester,Quiz/Exam,Student ID,Coding Problem,Earned Score,Maximum Score,Distance,Distance Z-score
0,2013,spring,quiz4,s111f453,BodyType,4,5,24.86206896551724,2.369912620981484
1,2013,spring,quiz4,s18f746e0,BodyType,5,5,12.137931034482758,-1.0752908827169585
2,2013,spring,quiz4,s23f81012,BodyType,5,5,21.155172413793103,1.3662286734270603
3,2013,spring,quiz4,s27774cef,BodyType,5,5,16.810344827586206,0.189817720944665
4,2013,spring,quiz4,s29d1098c,BodyType,4,5,19.344827586206897,0.8760574432260624
5,2013,spring,quiz4,s2ccaa61c,BodyType,2,5,18.77586206896552,0.722003628020035
6,2013,spring,quiz4,s2f66a747,BodyType,3,5,19.41379310344828,0.8947306329480066
7,2013,spring,quiz4,s2f86ca57,BodyType,2,5,18.344827586206897,0.6052961922578921
8,2013,spring,quiz4,s407c0b0f,BodyType,5,5,13.310344827586206,-0.7578466574439311
9,2013,spring,quiz4,s418802b8,BodyType,4,5,16.844827586206897,0.1991543158056365
10,2013,spring,quiz4,s45820bee,BodyType,3,5,16.67241379310345,0.1524713415007796
11,2013,spring,quiz4,s483bc3e,BodyType,5,5,15.327586206896552,-0.2116558580771046
12,2013,spring,quiz4,s564281ce,BodyType,5,5,22.17241379310345,1.6416582218257163
13,2013,spring,quiz4,s568e6c7b,BodyType,5,5,16.396551724137932,0.0777785826130088
14,2013,spring,quiz4,s57c38b49,BodyType,5,5,12.724137931034482,-0.9165687700804448
15,2013,spring,quiz4,s5abb4733,BodyType,5,5,19.224137931034484,0.8433793612126628
16,2013,spring,quiz4,s5bd13671,BodyType,5,5,12.155172413793103,-1.0706225852864726
17,2013,spring,quiz4,s663f70e4,BodyType,5,5,15.586206896551724,-0.1416313966198192
18,2013,spring,quiz4,s6c8bfc2f,BodyType,0,5,27.32758620689655,3.03747915354094
19,2013,spring,quiz4,s6d684e40,BodyType,5,5,15.051724137931034,-0.2863486169648759
20,2013,spring,quiz4,s70c07b9e,BodyType,2,5,13.155172413793103,-0.7998613343183023
21,2013,spring,quiz4,s74625dd,BodyType,5,5,16.586206896551722,0.1291298543483506
22,2013,spring,quiz4,s764d3697,BodyType,4,5,14.862068965517242,-0.3376998887002183
23,2013,spring,quiz4,s7685a175,BodyType,5,5,12.155172413793103,-1.0706225852864726
24,2013,spring,quiz4,s7ccd28a3,BodyType,5,5,14.70689655172414,-0.379714565574589
25,2013,spring,quiz4,s7fe50145,BodyType,5,5,11.344827586206897,-1.2900325645193005
26,2013,spring,quiz4,s81792444,BodyType,5,5,20.224137931034484,1.114140612180833
27,2013,spring,quiz4,s830be0cb,BodyType,4,5,19.56896551724138,0.9367453098223768
28,2013,spring,quiz4,s9c94a8aa,BodyType,3,5,17.017241379310345,0.2458372901104935
29,2013,spring,quiz4,s9d049cf5,BodyType,4,5,13.810344827586206,-0.622466031959846
30,2013,spring,quiz4,sa2374186,BodyType,3,5,16.93103448275862,0.2224958029580646
31,2013,spring,quiz4,sa64f4a9e,BodyType,0,5,24.603448275862068,2.299888159524199
32,2013,spring,quiz4,sa6af7077,BodyType,5,5,15.10344827586207,-0.2723437246734185
33,2013,spring,quiz4,sa8337da7,BodyType,2,5,16.724137931034484,0.166476233792237
34,2013,spring,quiz4,sad8416a9,BodyType,5,5,17.67241379310345,0.4232325924689499
35,2013,spring,quiz4,sae45b238,BodyType,5,5,11.03448275862069,-1.3740619182680425
36,2013,spring,quiz4,sb7db06e9,BodyType,4,5,15.586206896551724,-0.1416313966198192
37,2013,spring,quiz4,sbb84155e,BodyType,5,5,17.482758620689655,0.3718813207336071
38,2013,spring,quiz4,sbb871743,BodyType,1,5,19.32758620689655,0.8713891457955766
39,2013,spring,quiz4,sbb8e5f35,BodyType,3,5,17.603448275862068,0.4045594027470067
40,2013,spring,quiz4,sc07e0f8a,BodyType,5,5,15.0,-0.3003535092563328
41,2013,spring,quiz4,sc2ea6ca8,BodyType,5,5,17.051724137931036,0.2551738849714651
42,2013,spring,quiz4,sc34ad8cd,BodyType,3,5,18.67241379310345,0.6939938434371202
43,2013,spring,quiz4,sc6713607,BodyType,5,5,11.03448275862069,-1.3740619182680425
44,2013,spring,quiz4,sca85c16d,BodyType,3,5,11.362068965517242,-1.2853642670888143
45,2013,spring,quiz4,scb538af7,BodyType,4,5,16.655172413793103,0.1478030440702938
46,2013,spring,quiz4,sd51cb744,BodyType,5,5,17.32758620689655,0.329866643859236
47,2013,spring,quiz4,sd9363351,BodyType,5,5,12.482758620689657,-0.981924934107244
48,2013,spring,quiz4,sdb4c4aed,BodyType,5,5,13.327586206896552,-0.7531783600134453
49,2013,spring,quiz4,sddb081b4,BodyType,5,5,12.672413793103448,-0.9305736623719016
50,2013,spring,quiz4,sea449dee,BodyType,5,5,11.327586206896552,-1.294700861949786
51,2013,spring,quiz4,sed47133e,BodyType,5,5,14.120689655172416,-0.5384366782111026
52,2013,spring,quiz4,sef55ce71,BodyType,5,5,13.53448275862069,-0.6971587908476168
53,2013,spring,quiz4,sf0f03a1e,BodyType,5,5,14.5,-0.435734134740418
54,2013,spring,quiz4,sf3e641eb,BodyType,5,5,22.56896551724138,1.7490290627268876
55,2013,spring,quiz4,sf6f33c5f,BodyType,5,5,11.379310344827584,-1.2806959696583295
56,2013,spring,quiz4,sfb7d4ca7,BodyType,4,5,15.879310344827584,-0.0622703403015631
57,2013,spring,quiz4,sfe2341ab,BodyType,5,5,11.379310344827584,-1.2806959696583295
58,2013,spring,quiz4,sfed34002,BodyType,5,5,11.03448275862069,-1.3740619182680425
0,2013,fall,midterm1,s185bfebd,BreakDownNumber,0,10,15.82857142857143,-1.2076226652923148
1,2013,fall,midterm1,s1ca6c9e5,BreakDownNumber,5,10,21.34285714285714,0.1208387467486922
2,2013,fall,midterm1,s1e11464e,BreakDownNumber,0,10,28.77142857142857,1.9104758821407228
3,2013,fall,midterm1,s1f00f8e9,BreakDownNumber,0,10,19.4,-0.3472201963538389
4,2013,fall,midterm1,s1f23c370,BreakDownNumber,5,10,15.342857142857143,-1.3246374010679476
5,2013,fall,midterm1,s2f86ca57,BreakDownNumber,5,10,22.31428571428572,0.3548682182999587
6,2013,fall,midterm1,s3551f054,BreakDownNumber,10,10,27.31428571428572,1.5594316748138255
7,2013,fall,midterm1,s3752a3d2,BreakDownNumber,10,10,30.257142857142856,2.268403309219129
8,2013,fall,midterm1,s3b5db8f5,BreakDownNumber,10,10,27.88571428571429,1.6970960698439823
9,2013,fall,midterm1,s3f27df0f,BreakDownNumber,5,10,21.2,0.0864226479911533
10,2013,fall,midterm1,s4818f91f,BreakDownNumber,0,10,20.2,-0.15449004331162
11,2013,fall,midterm1,s55ec4057,BreakDownNumber,5,10,18.457142857142856,-0.5743664481535967
12,2013,fall,midterm1,s6c6b85b5,BreakDownNumber,3,10,14.971428571428572,-1.4141192578375492
13,2013,fall,midterm1,s73d002a2,BreakDownNumber,5,10,22.285714285714285,0.34798499854845
14,2013,fall,midterm1,s74c23a2a,BreakDownNumber,5,10,17.82857142857143,-0.725797282686768
15,2013,fall,midterm1,s7c1c9d2e,BreakDownNumber,10,10,24.571428571428573,0.8986425786690756
16,2013,fall,midterm1,s7c97e351,BreakDownNumber,0,10,19.714285714285715,-0.2715047790872524
17,2013,fall,midterm1,s7dfc8641,BreakDownNumber,8,10,17.17142857142857,-0.8841113369714481
18,2013,fall,midterm1,s8d81cf8b,BreakDownNumber,10,10,24.0,0.760978183638919
19,2013,fall,midterm1,s985b5480,BreakDownNumber,8,10,20.37142857142857,-0.1131907248025733
20,2013,fall,midterm1,s9bd61dd,BreakDownNumber,10,10,23.914285714285715,0.7403285243843956
21,2013,fall,midterm1,s9c2e126f,BreakDownNumber,0,10,18.228571428571428,-0.6294322061656591
22,2013,fall,midterm1,s9fb8e2c9,BreakDownNumber,3,10,21.2,0.0864226479911533
23,2013,fall,midterm1,sa1918ccc,BreakDownNumber,2,10,18.11428571428572,-0.6569650851716894
24,2013,fall,midterm1,sabe62f19,BreakDownNumber,8,10,17.885714285714286,-0.7120308431837525
25,2013,fall,midterm1,sb6c9f56a,BreakDownNumber,5,10,19.457142857142856,-0.3334537568508233
26,2013,fall,midterm1,sbe8b1628,BreakDownNumber,6,10,17.2,-0.8772281172199402
27,2013,fall,midterm1,scad74c3a,BreakDownNumber,10,10,21.02857142857143,0.0451233294821066
28,2013,fall,midterm1,sce9b742f,BreakDownNumber,10,10,16.37142857142857,-1.076841490013667
29,2013,fall,midterm1,sd2c29562,BreakDownNumber,0,10,23.65714285714286,0.6783795466208256
30,2013,fall,midterm1,sea639169,BreakDownNumber,5,10,30.857142857142858,2.4129509240007936
31,2013,fall,midterm1,sed334770,BreakDownNumber,0,10,17.17142857142857,-0.8841113369714481
32,2013,fall,midterm1,sef2a3ebc,BreakDownNumber,1,10,21.285714285714285,0.1070723072456766
33,2013,fall,midterm1,sf1424e10,BreakDownNumber,0,10,19.77142857142857,-0.2577383395842377
34,2013,fall,midterm1,sfc3bcc7d,BreakDownNumber,5,10,20.0,-0.2026725815721745
35,2013,fall,midterm1,sfee6ffa8,BreakDownNumber,5,10,14.914285714285716,-1.4278856973405645
0,2013,fall,midterm1,s185bfebd,Cardio,10,10,14.4,0.3859875496805415
1,2013,fall,midterm1,s1a555e8d,Cardio,7,10,11.2,-1.0090969274017505
2,2013,fall,midterm1,s1ca6c9e5,Cardio,10,10,16.625,1.356007225151822
3,2013,fall,midterm1,s1e11464e,Cardio,10,10,16.05,1.105327983176098
4,2013,fall,midterm1,s1f00f8e9,Cardio,10,10,11.825,-0.7366194904716153
5,2013,fall,midterm1,s1f23c370,Cardio,9,10,11.025,-1.0853906097421877
6,2013,fall,midterm1,s2f86ca57,Cardio,10,10,10.95,-1.1180879021738044
7,2013,fall,midterm1,s3551f054,Cardio,10,10,12.325,-0.5186375409275072
